,color,date,link,moves,my_elo,opponent_country,opponent_elo,opponent_name,result,speed
381,white,"Jun 22, 2019",https://www.chess.com/analysis/game/live/3804659134,24,1151,India,1100,Rahul-kalita,win,5 min
382,white,"Jun 22, 2019",https://www.chess.com/analysis/game/live/3804248643,34,1144,United States,1249,mhollins,loss,5 min
383,black,"Jun 22, 2019",https://www.chess.com/analysis/game/live/3804243267,10,1150,Philippines,1161,johnreufrir,loss,5 min
384,black,"Jun 22, 2019",https://www.chess.com/analysis/game/live/3804188815,28,1158,Saudi Arabia,1120,alshasp,win,5 min
385,white,"Jun 22, 2019",https://www.chess.com/analysis/game/live/3804100828,58,1151,Canada,1196,Fetsy,win,5 min
386,black,"Jun 21, 2019",https://www.chess.com/analysis/game/live/3802134360,34,1142,Pakistan,1106,armaghandawood,loss,5 min
387,white,"Jun 21, 2019",https://www.chess.com/analysis/game/live/3801374260,39,1151,India,1139,siddhapan,win,5 min
388,black,"Jun 20, 2019",https://www.chess.com/analysis/game/live/3799362437,10,1143,France,1114,Cledbelvy,loss,5 min
389,black,"Jun 20, 2019",https://www.chess.com/analysis/game/live/3798657621,43,1152,Switzerland,1090,ihsanalturk,loss,5 min
390,white,"Jun 19, 2019",https://www.chess.com/analysis/game/live/3795982005,34,1162,Serbia,1282,Ivansahh,loss,5 min
391,black,"Jun 18, 2019",https://www.chess.com/analysis/game/live/3794852305,20,1168,United States,1182,nirmal1995,win,5 min
392,white,"Jun 18, 2019",https://www.chess.com/analysis/game/live/3794747546,35,1159,India,1080,devashish_10,loss,5 min
393,black,"Jun 18, 2019",https://www.chess.com/analysis/game/live/3793158885,36,1169,Brazil,1178,Mavico1986,win,5 min
394,white,"Jun 17, 2019",https://www.chess.com/analysis/game/live/3792088673,70,1160,United States,1137,yoga88,loss,5 min
395,white,"Jun 17, 2019",https://www.chess.com/analysis/game/live/3790455948,38,1169,United States,1114,gregsponies,loss,5 min
396,white,"Jun 16, 2019",https://www.chess.com/analysis/game/live/3788508296,71,1179,Iceland,1155,Ekkineinn,loss,5 min
397,black,"Jun 15, 2019",https://www.chess.com/analysis/game/live/3785725486,35,968,Belgium,1000,Kampfwagen,loss,1 min
398,black,"Jun 15, 2019",https://www.chess.com/analysis/game/live/3785596447,61,1188,Uruguay,1255,Solomagua,loss,5 min
399,black,"Jun 14, 2019",https://www.chess.com/analysis/game/live/3783568047,34,1195,Canada,1148,Guillaume198,win,5 min
400,white,"Jun 14, 2019",https://www.chess.com/analysis/game/live/3783548839,60,1188,Canada,1155,Guillaume198,win,5 min
401,white,"Jun 14, 2019",https://www.chess.com/analysis/game/live/3783297149,48,1180,France,1133,AlainTollet,win,5 min
402,black,"Jun 14, 2019",https://www.chess.com/analysis/game/live/3782602242,44,1173,Italy,1113,iltrota,loss,5 min
403,black,"Jun 14, 2019",https://www.chess.com/analysis/game/live/3782377628,55,1183,Germany,1155,Taxx89,loss,5 min
404,white,"Jun 13, 2019",https://www.chess.com/analysis/game/live/3780883851,50,1192,United States,1241,Glubis11,win,5 min
405,black,"Jun 13, 2019",https://www.chess.com/analysis/game/live/3779729669,32,1182,Germany,1174,faf_09,loss,5 min
406,white,"Jun 12, 2019",https://www.chess.com/analysis/game/live/3776827781,42,1191,Turkey,1143,Htmanager,win,5 min
407,white,"Jun 11, 2019",https://www.chess.com/analysis/game/live/3775781410,6,1184,United States,1239,ahuynh4,win,5 min
408,black,"Jun 11, 2019",https://www.chess.com/analysis/game/live/3775747600,55,1174,United States,1063,Fibonacci6,win,5 min
409,black,"Jun 11, 2019",https://www.chess.com/analysis/game/live/3773822760,21,1168,Italy,1179,Duuskert,loss,5 min
410,white,"Jun 10, 2019",https://www.chess.com/analysis/game/live/3772936765,53,1176,United States,1205,jakebs,win,5 min
411,black,"Jun 10, 2019",https://www.chess.com/analysis/game/live/3771307296,36,1167,France,1207,Papypat,win,5 min
412,white,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3770036979,63,1158,United States,1059,Sickhail,win,5 min
413,black,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3769915511,10,1152,United States,1101,nwainstein,win,5 min
414,white,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3769865926,37,1145,United States,1108,TheHorantula,loss,5 min
415,white,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3769528002,22,1154,Germany,1123,deltahuetchen,win,5 min
416,black,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3768900322,16,976,Spain,905,Driante,loss,1 min
417,black,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3768720997,26,1146,United Kingdom,1168,tycanol,win,5 min
418,black,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3768562290,46,1137,Japan,1198,yamakan,loss,5 min
419,white,"Jun 9, 2019",https://www.chess.com/analysis/game/live/3768531132,25,1144,Hungary,1102,flatlander9,loss,5 min
420,black,"Jun 8, 2019",https://www.chess.com/analysis/game/live/3765865689,65,1153,Germany,1136,manuel2k4,win,5 min
421,white,"Jun 8, 2019",https://www.chess.com/analysis/game/live/3765839971,46,1145,Italy,1071,lennymaior,win,5 min
422,white,"Jun 7, 2019",https://www.chess.com/analysis/game/live/3764054893,37,1138,Poland,1206,blazejski97,loss,5 min
423,white,"Jun 7, 2019",https://www.chess.com/analysis/game/live/3763320657,34,1145,Spain,1170,Cueli7,loss,5 min
424,black,"Jun 6, 2019",https://www.chess.com/analysis/game/live/3761430181,54,1153,Costa Rica,1177,chagmatchagmat,draw,5 min
425,black,"Jun 6, 2019",https://www.chess.com/analysis/game/live/3760542112,38,1152,United States,1214,PC1385,loss,5 min
426,white,"Jun 6, 2019",https://www.chess.com/analysis/game/live/3760304346,31,986,Norway,987,JoernOL,win,1 min
427,black,"Jun 5, 2019",https://www.chess.com/analysis/game/live/3758644307,13,1159,India,1232,Tejasbagde,loss,5 min
428,white,"Jun 4, 2019",https://www.chess.com/analysis/game/live/3756806748,17,1166,United States,1150,felicity77,win,5 min
429,black,"Jun 4, 2019",https://www.chess.com/analysis/game/live/3756769548,35,1158,Brazil,1053,KacioMelo,win,5 min
430,black,"Jun 4, 2019",https://www.chess.com/analysis/game/live/3754922713,68,1152,Russia,1132,ivashka_buch,loss,5 min
431,black,"Jun 3, 2019",https://www.chess.com/analysis/game/live/3753859203,28,1161,United States,1125,mrhero,win,5 min
432,white,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3751386259,33,1154,United States,681,ehamp,win,5 min
433,black,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3751364209,28,1152,United States,706,ehamp,win,5 min
434,white,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3751351747,33,1150,United States,741,ehamp,win,5 min
435,white,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3750048006,32,978,United States,982,dawi,win,1 min
436,white,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3749799937,37,969,France,959,bluecoke,loss,1 min
437,white,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3749788266,27,978,United States,1028,thechessdad12,win,1 min
438,black,"Jun 2, 2019",https://www.chess.com/analysis/game/live/3749694812,53,1147,United States,1140,Mr6,win,5 min
439,white,"Jun 1, 2019",https://www.chess.com/analysis/game/live/3747201544,78,1139,Ukraine,1116,nurnbergsemenuk123,win,5 min
440,white,"Jun 1, 2019",https://www.chess.com/analysis/game/live/3747083426,64,1131,United States,1069,bjbreitling,win,5 min
441,black,"May 31, 2019",https://www.chess.com/analysis/game/live/3744856489,21,968,England,961,plankuk,loss,1 min
442,black,"May 31, 2019",https://www.chess.com/analysis/game/live/3744239444,50,1124,Uruguay,1104,paco1404,loss,5 min
443,white,"May 31, 2019",https://www.chess.com/analysis/game/live/3744019507,40,977,Poland,967,DrWombat,win,1 min
444,black,"May 30, 2019",https://www.chess.com/analysis/game/live/3742141511,23,1133,Brazil,1073,KevinAllan07,win,5 min
445,black,"May 30, 2019",https://www.chess.com/analysis/game/live/3741397234,22,1126,Sweden,1034,iGugg,win,5 min
446,black,"May 29, 2019",https://www.chess.com/analysis/game/live/3740340477,25,1120,United States,1198,adeia,win,5 min
447,white,"May 29, 2019",https://www.chess.com/analysis/game/live/3740267764,72,1110,India,1157,swamivaagai,loss,5 min
448,white,"May 29, 2019",https://www.chess.com/analysis/game/live/3739485592,50,1117,Kazakhstan,1083,catscoolzhyk,win,5 min
449,white,"May 29, 2019",https://www.chess.com/analysis/game/live/3738526923,52,1109,Germany,1162,YunusJonas,loss,5 min
450,black,"May 29, 2019",https://www.chess.com/analysis/game/live/3738419115,43,969,Iceland,980,Crustysocksx,loss,1 min
451,white,"May 28, 2019",https://www.chess.com/analysis/game/live/3737657205,26,977,United States,989,siemonjon,loss,1 min
452,black,"May 28, 2019",https://www.chess.com/analysis/game/live/3737645084,27,1116,United States,1155,felicity77,loss,5 min
453,white,"May 28, 2019",https://www.chess.com/analysis/game/live/3737473270,25,1123,United States,1070,anchee,win,5 min
454,black,"May 28, 2019",https://www.chess.com/analysis/game/live/3737445057,44,1116,Mexico,1127,Fjrm1974,win,5 min
455,white,"May 28, 2019",https://www.chess.com/analysis/game/live/3737441050,27,985,United Kingdom,1017,yuanone,win,1 min
456,black,"May 28, 2019",https://www.chess.com/analysis/game/live/3737213016,26,976,United States,929,kauaian_sunset,loss,1 min
457,black,"May 28, 2019",https://www.chess.com/analysis/game/live/3736719296,33,1107,France,1112,benco17,loss,5 min
458,black,"May 28, 2019",https://www.chess.com/analysis/game/live/3735931104,25,1115,India,1151,Buzabi,loss,5 min
459,white,"May 27, 2019",https://www.chess.com/analysis/game/live/3734862229,77,1123,International,1152,mosheh777,win,5 min
460,black,"May 27, 2019",https://www.chess.com/analysis/game/live/3734728357,60,1114,Dominican Republic,1172,madara8000,loss,5 min
461,white,"May 27, 2019",https://www.chess.com/analysis/game/live/3734588483,29,1121,United States,1187,SneakyPawns,loss,5 min
462,black,"May 27, 2019",https://www.chess.com/analysis/game/live/3734002262,58,1128,Ireland,1091,goatpawn,win,5 min
463,white,"May 27, 2019",https://www.chess.com/analysis/game/live/3733919152,16,1121,United States,1126,goodlife48,win,5 min
464,white,"May 27, 2019",https://www.chess.com/analysis/game/live/3733406596,77,1112,Germany,1089,ede99999,draw,5 min
465,white,"May 27, 2019",https://www.chess.com/analysis/game/live/3733382143,35,986,Ukraine,922,Alexlv81,win,1 min
466,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3731396160,13,979,Norway,863,Duffe21,loss,1 min
467,white,"May 26, 2019",https://www.chess.com/analysis/game/live/3731295988,22,990,Sweden,995,Samuelnilsson1972,win,1 min
468,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3731286911,40,981,United States,1002,TheWake,draw,1 min
469,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3731148771,26,980,Norway,1040,krisknud,loss,1 min
470,white,"May 26, 2019",https://www.chess.com/analysis/game/live/3730798859,52,987,Germany,914,Moehmke,loss,1 min
471,white,"May 26, 2019",https://www.chess.com/analysis/game/live/3730791654,15,997,Italy,1073,lukemorikons2,win,1 min
472,white,"May 26, 2019",https://www.chess.com/analysis/game/live/3730725577,25,987,India,1046,sirKishor,win,1 min
473,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3730704464,27,977,United States,884,KSHsr,win,1 min
474,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3730592842,36,1113,Greece,1090,dhelfino,win,5 min
475,black,"May 26, 2019",https://www.chess.com/analysis/game/live/3730539576,19,1105,Serbia,1168,Aleksandar_nn,loss,5 min
476,white,"May 25, 2019",https://www.chess.com/analysis/game/live/3728340030,56,1112,Italy,1062,borgorosa,draw,5 min
477,black,"May 25, 2019",https://www.chess.com/analysis/game/live/3728055689,21,971,United States,943,leoflow4,loss,1 min
478,white,"May 25, 2019",https://www.chess.com/analysis/game/live/3727986820,27,1113,International,1131,jacobgils,loss,5 min
479,white,"May 25, 2019",https://www.chess.com/analysis/game/live/3727640252,43,1121,Philippines,1187,paxiw,loss,5 min
480,black,"May 25, 2019",https://www.chess.com/analysis/game/live/3727610167,39,1128,Turkey,1087,buyanik,win,5 min
481,white,"May 24, 2019",https://www.chess.com/analysis/game/live/3725758001,49,1121,France,1178,kekedups,win,5 min
482,black,"May 24, 2019",https://www.chess.com/analysis/game/live/3725394412,27,1111,United States,1116,ErnestLeVerne,win,5 min
483,white,"May 24, 2019",https://www.chess.com/analysis/game/live/3724930843,18,1102,India,961,kasirajuvenkatesh,win,5 min
484,white,"May 24, 2019",https://www.chess.com/analysis/game/live/3724681448,18,1097,Germany,1136,fugazi1,loss,5 min
485,black,"May 23, 2019",https://www.chess.com/analysis/game/live/3722831528,18,1104,United States,1098,Tony011,win,5 min
486,black,"May 23, 2019",https://www.chess.com/analysis/game/live/3722124168,92,1096,India,1075,gautamsudev1992,draw,5 min
487,black,"May 22, 2019",https://www.chess.com/analysis/game/live/3721147655,23,1096,Brazil,1122,Doutor_Zen,loss,5 min
488,white,"May 22, 2019",https://www.chess.com/analysis/game/live/3721098637,54,1104,United States,1039,AngryPidgeon,loss,5 min
489,white,"May 22, 2019",https://www.chess.com/analysis/game/live/3721042170,54,1114,United States,1173,chessMess123,loss,5 min
490,black,"May 22, 2019",https://www.chess.com/analysis/game/live/3720984021,19,1121,Peru,1051,jesusinca,win,5 min
491,white,"May 22, 2019",https://www.chess.com/analysis/game/live/3720064159,40,980,United States,888,Mxltz,win,1 min
492,white,"May 22, 2019",https://www.chess.com/analysis/game/live/3719472260,30,1114,Turkey,1103,jaysefer,win,5 min
493,black,"May 21, 2019",https://www.chess.com/analysis/game/live/3718423977,11,974,United States,692,ehamp,win,1 min
494,white,"May 21, 2019",https://www.chess.com/analysis/game/live/3718361462,32,1106,India,1040,vishakhagadgoli,win,5 min
495,white,"May 21, 2019",https://www.chess.com/analysis/game/live/3718325680,52,1099,United States,1063,sportlon,win,5 min
496,black,"May 21, 2019",https://www.chess.com/analysis/game/live/3717474797,35,1091,United Arab Emirates,1061,carlsen1326,loss,5 min
497,black,"May 21, 2019",https://www.chess.com/analysis/game/live/3716733990,28,1100,Singapore,1050,naresh7786,loss,5 min
498,black,"May 21, 2019",https://www.chess.com/analysis/game/live/3716531963,45,1110,United States,1030,rameshjalla,win,5 min
499,white,"May 20, 2019",https://www.chess.com/analysis/game/live/3715601192,72,1103,United States,1212,jstsmn,draw,5 min
500,black,"May 20, 2019",https://www.chess.com/analysis/game/live/3715539209,30,969,Colombia,984,imabuffonorjoker,loss,1 min
501,black,"May 20, 2019",https://www.chess.com/analysis/game/live/3715517131,52,978,United States,944,rutig07,win,1 min
502,black,"May 20, 2019",https://www.chess.com/analysis/game/live/3715500011,33,970,Jamaica,992,spacecadet413,win,1 min
503,white,"May 20, 2019",https://www.chess.com/analysis/game/live/3715449301,44,961,Turkey,983,salihvesalih,win,1 min
504,white,"May 20, 2019",https://www.chess.com/analysis/game/live/3715369826,51,1100,Brazil,1082,LamKsc1,loss,5 min
505,black,"May 20, 2019",https://www.chess.com/analysis/game/live/3713957678,40,1109,Andorra,1137,Pubill,loss,5 min
506,black,"May 20, 2019",https://www.chess.com/analysis/game/live/3713746415,21,1117,Bosnia-Herzegovina,1019,nedzadbh,win,5 min
507,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712898195,44,1111,Mexico,1080,enomine_juanp,win,5 min
508,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712739211,31,952,United States,972,stawhite,loss,1 min
509,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712706255,31,961,India,977,Barath_prabakar,win,1 min
510,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712700299,35,951,United States,1020,robertoni,win,1 min
511,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712693837,33,940,Mexico,942,CharlesGoicolea,win,1 min
512,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712613051,35,930,United States,961,RookSquares,loss,1 min
513,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712594300,11,939,Canada,910,Rruotsal,loss,1 min
514,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712138950,70,1103,Colombia,987,solo3333aaa,draw,5 min
515,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712117736,40,950,Ukraine,958,BearFromUkraine,loss,1 min
516,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712109083,33,960,Estonia,940,karvapall,win,1 min
517,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712101202,41,950,Denmark,1040,carlvinggaard,loss,1 min
518,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712092701,24,958,Wales,926,cymnow,win,1 min
519,black,"May 19, 2019",https://www.chess.com/analysis/game/live/3712081437,33,947,Colombia,983,luismonroy1992,loss,1 min
520,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3712075755,25,958,United Kingdom,904,TheDoc2010,win,1 min
521,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3711978435,52,1106,Costa Rica,1139,CR4286,loss,5 min
522,white,"May 19, 2019",https://www.chess.com/analysis/game/live/3711711626,58,1114,Italy,1113,marcorigoli4,draw,5 min
523,black,"May 18, 2019",https://www.chess.com/analysis/game/live/3708636119,27,948,Ukraine,967,Valodenka,win,1 min
524,black,"May 18, 2019",https://www.chess.com/analysis/game/live/3708587289,40,1114,Ireland,1114,PVDF-TrFE,win,5 min
525,white,"May 17, 2019",https://www.chess.com/analysis/game/live/3705792906,16,1106,Germany,1067,steffli2007,win,5 min
526,white,"May 17, 2019",https://www.chess.com/analysis/game/live/3705787372,21,935,China,980,nihao200,loss,1 min
527,black,"May 16, 2019",https://www.chess.com/analysis/game/live/3703450402,21,946,United States,971,Apostolic,win,1 min
528,white,"May 16, 2019",https://www.chess.com/analysis/game/live/3703039518,37,1099,United States,1062,peebeefunkee,loss,5 min
529,black,"May 15, 2019",https://www.chess.com/analysis/game/live/3700276341,55,1108,United States,1168,goodnyte15,loss,5 min
530,black,"May 14, 2019",https://www.chess.com/analysis/game/live/3697811206,27,1115,United States,1124,AH_IHS,win,5 min
531,white,"May 14, 2019",https://www.chess.com/analysis/game/live/3697456997,25,1106,Turkey,1093,erdener1,win,5 min
532,black,"May 13, 2019",https://www.chess.com/analysis/game/live/3694788660,27,1098,Peru,1197,GustavoMG22,loss,5 min
533,black,"May 12, 2019",https://www.chess.com/live/game/3693184930?username=eono619,4,1104,India,1032,kapil3003,loss,5 min
534,white,"May 12, 2019",https://www.chess.com/analysis/game/live/3693152270,16,1114,United States,1082,jeffmiz1,win,5 min
535,white,"May 12, 2019",https://www.chess.com/analysis/game/live/3692690867,28,1106,International,1174,XXBau5,loss,5 min
536,black,"May 12, 2019",https://www.chess.com/analysis/game/live/3692450080,38,1113,Turkey,1067,halilgunduz,win,5 min
537,white,"May 12, 2019",https://www.chess.com/analysis/game/live/3692410777,37,1106,Slovenia,1125,santjago,loss,5 min
538,black,"May 11, 2019",https://www.chess.com/analysis/game/live/3690645687,41,1114,Paraguay,1133,ruben_irala,draw,5 min
539,white,"May 11, 2019",https://www.chess.com/analysis/game/live/3689517243,61,1114,Netherlands,1114,RoboC0de,win,5 min
540,black,"May 10, 2019",https://www.chess.com/analysis/game/live/3686853819,34,1106,Catalonia,947,rogerscc,win,5 min
541,black,"May 10, 2019",https://www.chess.com/analysis/game/live/3686419400,27,932,Norway,947,bluearmy,win,1 min
542,white,"May 9, 2019",https://www.chess.com/analysis/game/live/3684542704,65,1101,Luxembourg,1118,IkarusPRT,loss,5 min
543,black,"May 9, 2019",https://www.chess.com/analysis/game/live/3683866932,52,1109,United States,1128,sirtush,win,5 min
544,black,"May 8, 2019",https://www.chess.com/analysis/game/live/3682815880,44,1100,Colombia,1090,andrezhito,win,5 min
545,black,"May 8, 2019",https://www.chess.com/analysis/game/live/3681105129,31,1092,Australia,1107,Mordred_ad,win,5 min
546,white,"May 8, 2019",https://www.chess.com/analysis/game/live/3680978010,26,918,Philippines,940,quintamedica,loss,1 min
547,white,"May 7, 2019",https://www.chess.com/analysis/game/live/3678849463,31,1083,United States,1037,deepeulb,win,5 min
548,white,"May 7, 2019",https://www.chess.com/analysis/game/live/3678455305,40,1076,Denmark,1048,ovedahl,win,5 min
549,black,"May 6, 2019",https://www.chess.com/analysis/game/live/3677407948,39,1068,United States,1039,ClarkStj,win,5 min
550,white,"May 6, 2019",https://www.chess.com/analysis/game/live/3675734567,48,1060,Italy,1082,Archipescio,win,5 min
551,black,"May 5, 2019",https://www.chess.com/analysis/game/live/3674805911,19,1051,United States,1119,jayrizzy,win,5 min
552,black,"May 5, 2019",https://www.chess.com/analysis/game/live/3674602433,46,1041,Philippines,1079,clintonmaningas,loss,5 min
553,white,"May 5, 2019",https://www.chess.com/analysis/game/live/3674379576,59,1048,Russia,974,SulimTataev,win,5 min
554,white,"May 5, 2019",https://www.chess.com/analysis/game/live/3672960804,57,1041,Uruguay,1077,paco1404,loss,5 min
555,black,"May 4, 2019",https://www.chess.com/analysis/game/live/3671695323,34,931,Indonesia,1168,auieo12345,loss,1 min
556,black,"May 4, 2019",https://www.chess.com/analysis/game/live/3670493407,15,1049,Dominican Republic,1051,cesarrosa,win,5 min
557,black,"May 4, 2019",https://www.chess.com/analysis/game/live/3670451258,21,1041,United States,940,Openingtheoryexplore,win,5 min
558,white,"May 4, 2019",https://www.chess.com/analysis/game/live/3670335864,34,1035,Brazil,1058,Taporra,loss,5 min
559,white,"May 3, 2019",https://www.chess.com/analysis/game/live/3668981647,27,1043,United States,1098,nmfishman,win,5 min
560,black,"May 3, 2019",https://www.chess.com/analysis/game/live/3668971050,12,1033,Turkey,1085,numanzi,win,5 min
561,white,"May 3, 2019",https://www.chess.com/analysis/game/live/3667992442,33,1023,Montenegro,1031,JovanZekovi,win,5 min
562,white,"May 2, 2019",https://www.chess.com/analysis/game/live/3665528753,22,1014,United States,1014,kassab222,loss,5 min
563,black,"May 2, 2019",https://www.chess.com/analysis/game/live/3664785998,61,1022,United States,943,countrysquire,win,5 min
564,white,"May 1, 2019",https://www.chess.com/analysis/game/live/3662005982,39,1016,United States,1060,durgin,loss,5 min
565,black,"Apr 30, 2019",https://www.chess.com/analysis/game/live/3660945963,12,1023,Mexico,916,rokq91,win,5 min
566,black,"Apr 30, 2019",https://www.chess.com/analysis/game/live/3659810096,29,1017,Mexico,965,FalconBlack,loss,5 min
567,black,"Apr 29, 2019",https://www.chess.com/analysis/game/live/3658514626,44,1027,United States,1010,columnist,win,5 min
568,white,"Apr 29, 2019",https://www.chess.com/analysis/game/live/3658495439,41,1019,United States,947,saroopsandhu,loss,5 min
569,white,"Apr 29, 2019",https://www.chess.com/analysis/game/live/3658470479,67,1029,Canada,892,riazqadir,win,5 min
570,white,"Apr 29, 2019",https://www.chess.com/analysis/game/live/3656589587,43,1024,United States,994,steveribeiro,win,5 min
571,white,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3655827184,14,1016,Pakistan,1010,imasud,win,5 min
572,black,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3655578285,32,1008,Australia,1056,dobby286,loss,5 min
573,white,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3655512808,43,1015,United States,972,soheils99,win,5 min
574,white,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3655450752,51,1008,United States,967,jamesbroughton,win,5 min
575,black,"Apr 28, 2019",https://www.chess.com/live/game/3655450105?username=eono619,3,937,United States,959,gidetar,win,1 min
576,black,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3655374861,31,923,Mexico,825,AxelQG,win,1 min
577,black,"Apr 28, 2019",https://www.chess.com/analysis/game/live/3654016905,56,1001,Algeria,929,kouider32,loss,5 min
578,white,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3653086285,33,913,United States,973,Samay12,loss,1 min
579,black,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3652933165,66,1011,United States,1044,PatientGeek,loss,5 min
580,black,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3652900894,28,1019,United States,1110,dennyporto68,loss,5 min
581,white,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3652880729,72,1025,Albania,1030,LorikZhjeqi,draw,5 min
582,black,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3652870225,15,925,Netherlands,928,dillem,loss,1 min
583,white,"Apr 27, 2019",https://www.chess.com/analysis/game/live/3652453258,35,940,Panama,957,11thReptile,win,1 min
584,white,"Apr 26, 2019",https://www.chess.com/analysis/game/live/3650171565,28,1025,Chile,1042,frad07,loss,5 min
585,black,"Apr 26, 2019",https://www.chess.com/analysis/game/live/3649627250,32,1033,United States,1089,Fizzy_J,win,5 min
586,black,"Apr 26, 2019",https://www.chess.com/analysis/game/live/3649427356,31,1023,India,991,vsk20,draw,5 min
587,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647954957,41,923,North Korea,915,doctor24,loss,1 min
588,black,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647812949,47,1024,United States,790,ChristopherCozzillio,win,10 min
589,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647803374,15,1020,United States,820,ChristopherCozzillio,win,10 min
590,black,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647795585,17,1015,United States,862,ChristopherCozzillio,win,10 min
591,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647764297,38,1009,United States,929,ChristopherCozzillio,win,10 min
592,black,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647752673,23,1009,United States,929,ChristopherCozzillio,win,10 min
593,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647743648,20,1009,United States,929,ChristopherCozzillio,win,10 min
594,black,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647733412,20,1009,United States,929,ChristopherCozzillio,win,10 min
595,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647720273,15,1009,Argentina,1105,Fmissiok,loss,5 min
596,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3647677149,53,1015,United States,911,ScottLad99,win,5 min
597,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3646682782,47,1009,Netherlands,1038,domeniqueluc,win,5 min
598,white,"Apr 25, 2019",https://www.chess.com/analysis/game/live/3646030162,73,1000,China,867,LRHBTY,win,5 min
599,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3645020875,31,995,United States,929,ChristopherCozzillio,win,10 min
600,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3645016103,8,995,United States,929,ChristopherCozzillio,win,10 min
601,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3644312512,64,995,Albania,982,olgertpetro,win,5 min
602,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3644191827,34,987,Denmark,1010,lillelenny,loss,5 min
603,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3644165159,32,995,United States,983,tunicate,loss,5 min
604,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3644093503,32,1004,Belgium,938,PieterTroch,loss,5 min
605,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3644023813,41,1014,Russia,973,vaniaysanv,win,5 min
606,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643969455,74,1007,Switzerland,1004,Adinurspass,win,5 min
607,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643943154,14,999,Canada,1009,N-Hoessmann,loss,5 min
608,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643920865,21,940,Denmark,928,HEJSOEDE,win,1 min
609,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643900947,19,1007,Israel,974,Shem_Tov,win,5 min
610,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643879229,35,999,Australia,1020,henriaironpaa,loss,5 min
